ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
1048	史跡	手形で描かれた壁画	3	先住民によって作られた洞窟壁画。「多くの手の洞窟」という意味を持つ。<br>赤い顔料によって残された手形の他に、この近辺で見られる野生動物を模した絵も一緒に描かれている。		6	7	500	洞窟で見た恐怖	2015-01-27 02:09:17	2083:洞窟で見た恐怖
1049	史跡	昌徳宮	2	景福宮の離宮。<br>他の宮は、威厳を示すため、人為的に地形を作って建てられることが多いが、この離宮は自然の地形に合わせて建てられている。		6	5	300	もうひとつの宮殿	2015-01-27 02:09:17	2702:もうひとつの宮殿
3278	史跡	赤壁	5	後漢末期に華北を平定した曹操が、孫権・劉備の連合軍に<br>敗走したと伝えられる場所。連合軍が曹操軍を焼き討ちし<br>たとも、疫病の蔓延した曹操軍が船を焼いて撤退したとも<br>いわれているが、真相は不明である。		6	10	820		2018-04-21 14:18:47	6113:天下分け目
3284	史跡	東坡赤壁	2	北宋の文人である蘇軾が黄州に左遷された頃に「赤壁賦」前後作を作ったとされる場所。三国志で有名な赤壁から程近い場所にある。晩唐の詩人、杜牧が詩に詠んだことで、古戦場の赤壁と混同されたといわれる。		4	10	360		2018-04-21 17:10:32	6133:士大夫の書きつけ
1052	史跡	熱蘭遮城	4	読みは「ゼーランディアじょう」。ネーデルラント人が台湾島に築城した城砦。<br>石材で築かれた堅固な城で、大量の船が停泊できる大きな港を擁していた。		9	9	720	王城の過去	2015-01-27 02:09:17	2482:王城の過去
1051	史跡	武寧王陵	4	百済25代王、武寧王の陵墓。<br>武寧王は百済の国力を回復するため、中国や日本と密接な関係を築き上げたという。		8	10	700	百済の都の名残	2015-01-27 02:09:17	2675:百済の都の名残
3166	史跡	兵馬俑坑	5	巨大な陵墓。副葬品として、兵馬俑と呼ばれる将兵や馬などを象った人形が大量に埋められている。あまりに規模が大きいため、いまだ全容を把握する者は存在しない。		9	15	1510		2017-05-15 23:14:33	5899:豪華極まる墓
1044	史跡	万里の長城	5	全長6000km以上にも及ぶ堅固な大城壁。<br>秦の始皇帝が、国の北側に建造された城壁をつなぎ合わせて造ったのが始まりである。		10	13	1190	華北の建造物調査	2015-01-27 02:09:17	2795:華北の建造物調査
3191	史跡	未完の礼拝堂	1	バターリャ修道院にある礼拝堂の一つ。王族たちが永眠する場所として使うため、ドゥアルテ王子が建築計画を主導した。	15世紀第1期		4	193		2018-02-10 16:30:12	5943:輝きの世代
1054	史跡	豫園	5	読みは「ゆえん」。<br>四川の役人が、故郷を懐かしむ両親のために贈った庭園。<br>この名前には、平和な楽しい園という意味が込められている。		9	10	810	きらびやかな庭園	2015-01-27 02:09:17	2848:きらびやかな庭園
1653	宗教建築	アクスム石柱群	1	かつて栄えたアクスム王国の遺跡。独特の様式の石柱は百本以上ある。現在見つかっているものの中ではもっとも高い石柱がある。基部には石室があるところから、王族などの墓だと思われる。		2	3	190	プレステ・ジョアンの国	2015-01-27 02:09:17	271:プレステ・ジョアンの国
3225	宗教建築	アトス山の修道院群	4	サロニカの東にあるアトス半島とアトス山の一帯にある修道院群。規模の大きな修道院や修道士が独りで暮らす小屋が集まって成立している。生神女マリアが守護聖人だが女性の入山は認められておらず、男性しか立ち入ることができない。		9		750		2018-01-18 13:47:59	6036:東方の聖地
1654	宗教建築	アフ・アキビのモアイ	5	ホツ・マツア王が、ラパ・ヌイに移動する前に先遣隊として遣わした七人の使者の像。他の像はすべて内陸の方向を向いているが、このモアイだけは海を見ている。伝説では、この像の見つめる先に彼らの故郷があるというが…。		9	12	1131	太陽が沈む向こうに	2015-01-27 02:09:17	1667:太陽が沈む向こうに
1655	宗教建築	アフ・トンガリキのモアイ	2	ラパ・ヌイの島の北東部にある、十五体のモアイ。十五体すべて同じ方向を向いている。島内のモアイの中でも大きなほうで、成人男性の三倍はある。		7	6	350	ラノ・ララクの像の調査	2015-01-27 02:09:17	1669:ラノ・ララクの像の調査
1656	宗教建築	アブ・シンベル神殿	3	古代エジプトのファラオ・ラムセス2世が建てた神殿。内外に多数の石像があるが、ほとんどはオシリス神の姿をした、ラムセス2世の像である。隣に小神殿がある。		4	7	600	ラムセス2世の神殿	2015-01-27 02:09:17	321:ラムセス2世の神殿
3363	宗教建築	アルカディ修道院	3	クレタ島に造られた修道院。16世紀にヴェネツィア様式を取り入れて建造された。それより以前からあった修道院を改修したとの説もある。島に住むキリスト教徒からは「生きた修道院」と呼ばれており、精神的支柱になっているようだ。		5				2019-03-23 21:21:14	6254:語るは遺跡のみならず
1657	宗教建築	アンコール遺跡	4	アンコール王朝の都市遺跡。スーリヤヴァルマン2世によって建設されたアンコール・ワットと、ジャヤヴァルマン7世によって建設された、アンコール・トムが有名である。		6	7	624	悠久の微笑み	2015-01-27 02:09:17	1285:悠久の微笑み
2948	宗教建築	エチミアジン大聖堂	3	アルメニアの大主教がキリスト降臨のビジョンを見て建てさせたという世界最古の教会。		5	7	470		2016-10-08 22:50:44	5625:長き信仰
2774	宗教建築	エレウシス神殿	2	アテネ近くのエレウシスにあったデメテル神殿の遺跡。<br>この神殿で行われた秘儀の存在は古代には広く知られており、<br>即位前のハドリアヌスなど有力者も参加している。						2015-12-05 01:32:13	5360:古代の秘儀
1658	宗教建築	カルナック・ルクソール神殿	2	歴代のファラオたちが次々に増改築を繰り返した神殿群。複数の神殿があり、数多くの神像やファラオの像、大石柱が立ち並ぶ様は壮観である。		3	4	290	生者の街	2015-01-27 02:09:17	723:生者の街
2597	宗教建築	キプロス島の壁画聖堂群	2	キプロス島の山岳地帯にある聖堂群。木や石の外壁に切妻屋根という簡素な外観の造りだが、内壁や天井にはビザンツ様式のフレスコ画が華麗に描かれている。		3			フレスコ画の研究<br><br>発見時経験値220　発見物カード経験値110	2016-06-14 15:19:18	4949:フレスコ画の研究
1659	宗教建築	ギザのスフィンクス	2	ギザのピラミッドの側に鎮座する巨大な像。ファラオの顔とライオンの体をもつ。古代エジプトでは、ファラオの偉大さを体現した存在とされる。<br>一方、ギリシャ神話では、女性の顔と獅子の体、鷲の翼をもつ怪物とされている。		3	3	230	神か怪物か	2015-01-27 02:09:17	1622:神か怪物か
1660	宗教建築	ギザのピラミッド	1	三つ並んだ巨大なピラミッド。大きい順にクフ王、カフラー王、メンカウラー王のもの。巨大な石を正確に積み上げて造られている。現在の技術で同じものを造れるだろうか？		2	2	145	ギザのピラミッドの調査	2015-01-27 02:09:17	115:ギザのピラミッドの調査
1661	宗教建築	コナーラクの車輪	1	コナーラクの太陽神寺院の基壇（きだん）部分にある車輪。寺院全体が馬車に見立てられている。この馬車に乗り、太陽神スーリヤが天を翔けると言われている。		4	3	150	太陽神の馬車	2015-01-27 02:09:17	788:太陽神の馬車
1662	宗教建築	コナーラク太陽神寺院	2	太陽神スーリヤを祀る寺院。寺院全体がスーリヤの乗る馬車に見立てられている。ガンガ朝のナラシンハ・デーヴァ1世がイスラム教徒との戦いに勝利した記念に建造したと言われている。		3	3	260	太陽神を祀る寺院	2015-01-27 02:09:17	789:太陽神を祀る寺院
3340	宗教建築	ゴーマテーシュワラの立像	2	インド西部のシュラバナベラゴラの岩山にあるジャイナ教の聖者、ゴーマテーシュワラの石像。彼は「剛腕を持つ者」を意味するバーフバリの名を持ち、衣服を含む一切の私物を持たずに何年も瞑想を続けたといわれる。		7	5	370	もうひとつの信仰	2018-10-20 17:17:13	6205:もうひとつの信仰
2766	宗教建築	サトゥルヌス神殿	2	サトゥルヌスとはローマ神殿の農耕神で、ギリシャ神話のクロノスにあたる。ローマのサトゥルヌス神殿は共和政時代に国有財産や公文書の保管庫としても用いられた。						2015-12-02 23:22:10	5362:農耕神の神殿
3366	宗教建築	サンティアゴ大聖堂	1	正式名は「サンティアゴ・デ・コンポステーラ大聖堂」といい、フランスからイベリア半島におよぶ「聖ヤコブの巡礼路」の終着点にあたる。<br>伝承によればキリストの弟子である使徒ヤコブの遺体が安置されているという。		3	2	180		2019-01-23 21:58:12	6250:レコンキスタの聖人
1663	宗教建築	サント・シャペル	2	パリのシテ島に建てられた、キリスト教の礼拝堂。数々の聖遺物が納められている。壮麗なステンドグラスが窓を覆う、ゴシック建築の輝かしさを表した建築物である。		5	5	340	パリに建てられた宝石	2015-01-27 02:09:17	3154:パリに建てられた宝石
